,vmid,vmcreated,vmdeleted,maxcpu,avgcpu,p95maxcpu,vmcorecount,vmmemory
1592437,hqBzc7Sizyf51YfjLPyfD5UPeS1O1wumkguZvhuIDzH6EjTAhmhk/mzwSoHOLgpu,0,2100,98.697474,72.48855350000002,98.697474,1,1.75
1594594,3C78RnFD+cMKrd2mmaJqj9qGh8yDKWcMPckYhPhnz/x48qsVSnSypzz4y9sPWJd+,0,2591700,100.0,61.900434341088,99.854509,1,1.75
1614242,8YMVm0UTYewB6nu9s7AUHDR/Cgyl2A8WdwrGXm8FRBhyoeRPuGjNMyh6JNSsg0bl,0,2591700,100.0,98.70131345879616,99.574118,1,1.75
1614246,WIQp8VrScUJDmWqvvCpjCb6b0jD1yMuyulXexxYMfOyInK5W5fjCkRmHQF0i2D0Y,0,2591700,100.0,98.82464040940673,99.636965,1,1.75
1614247,ySumf73Ip3jrY38nITZElRbhXm/AzKwFfJRhQ6dJO13X3GB8BO1XrPY1/yPEz5qc,0,2591700,100.0,99.31594430489635,99.742071,1,1.75
1614250,5qPEs5HZiboC8hSgWoKWIjvfycxGiTql3D//vpySa/ft3rtLBSclKjn3uEg63NlY,0,2591700,100.0,67.37959877708326,99.15521700000001,1,1.75
1614253,RP3cLw8qEiHIqfzAsXnnyfR5JxTvencVrmbKXkaM1GDHujySs8J+3pecrLb+KA6t,0,2591700,100.0,69.83031645931226,99.269713,1,1.75
1614254,JO8r2es60SAP5Zz9sXiB60ZU0AOtn2MgO1dP7MLQ63BcOxdeHlYk+31Ie24rSC7n,0,2591700,100.0,98.89376704745912,99.614056,1,1.75
1614256,TCglIlkJSuWkpEHyNpgFm78OTvq7ZvfcuPgNIVTotinDdnRE5g0L1apLAN1nHtKZ,0,2591700,100.0,98.57923164462693,99.55311400000001,1,1.75
1627453,hZ03ZfWwmVyrYISqmRH+s/DFwyze0BtQBYj4rpxXVfIHYTYJ2SWo3p9N7xL8xai+,0,2591700,100.0,98.71726755000013,99.552876,1,1.75
1627521,R/T0oAdKNr5/XOiq4JUvHOUO+/cubgsOG54wJX6cfjci1jnLg7cjult7kKP/jcTk,0,2591700,100.0,62.28290572864053,99.105597,1,1.75
1633956,BQAMWCpzBIYuz4k5MHu8xqBw5xBxKvm2ik7W2ch5Smx5cdF4sZDV+/bWkwPC/uPO,0,3000,98.30001899999999,65.64104963636363,98.30001899999999,1,1.75
1634043,KufcrJ730SR+GaYCDLHrZZppWbJpXQcA4i0oMg0kxNCybu6vqmgIjFuHAx1WD3D4,0,3000,98.26499100000001,76.38027500000003,98.26499100000001,1,1.75
1634044,etboZ87FOIM13dIyoqTOSyCPzbi5ANNJUdYStPTrkG0jjLE4rxUPpKFUdtOAJ30B,0,3000,98.048771,71.33148336363638,98.048771,1,1.75
1634211,7zR7GSu/8tFQfZBVzYboS60/lMOicA6+RqSdEUhMRrK1yjb7jCetyExtdG969mAH,0,2591700,99.978021,52.71547690241914,98.542591,1,1.75
1638991,H/UVYh7BSqb3RHdkNgtwt1JbAHSNL9CjocPthQ5O2cEiujTsBejc/Cnh7/zR74yp,0,2591700,99.64915699999999,75.48950066450409,98.890761,1,1.75
1641370,ngU1hvIKkNHCgU0Wz/kmlXFkt+gnFBJscDtKZjmxF8QRzwVzNfNwtkSoJrDcNO//,0,511500,99.853383,57.81827015181715,98.49065,1,1.75
1646804,3YM+wHYLxk3CvmP3HlpjlfBPmxmQvHQWAVidMoo8xQGKWzcnXO8277OfOx9S3uC5,0,2591700,99.744013,66.03660460990834,81.49996,1,1.75
1653421,MbsLIifHjLJoLXbcCPZQ+v7wYXKGp1ME65Qla8/nomT+59hi/m6216ZNub0qc6xG,0,2591700,100.0,91.86558557027055,99.461878,1,1.75
1658873,zgkQouEFCjsmWkdJl8hMFptV0Yp2nWZ7rDI9Vw3reWV7+M77+uIzSojJCbc9ETEE,0,2045700,100.0,64.51591299794734,99.043482,1,1.75
1658878,8NZb06vaSGx/USmQi/7gdJJ3RM5gjG61xJwCddjGnxDBmBAWqdFczdd3D7cJoyEX,0,2591700,100.0,68.19477002581037,99.49124,1,1.75
1658879,7zK+lHbaKnVNfh/hNQ3orQo2EPOpx3xjWMp5hIkQZBHVxPm9VU8NT0MG4y6xUtDz,0,2591700,100.0,52.73665209156146,99.16873100000001,1,1.75
1658883,gkkJbgrMVfiWae5XaNe1Q4cj27HbvsCysY7fpx9EEOnpOFTIlNosP67iI8NHiLr6,0,2591700,100.0,53.96650232199046,98.69341899999999,1,1.75
1658894,SoPFAj+oW+FzP5psvt+1s3t6m1pVaAOYU/p/DA5Ow2Wu5MUrrx5FLrtAL11y7wt/,0,2127600,100.0,60.79799631199772,98.94467,1,1.75
1658897,mz0p1I5D+1tc9txZgVCppe7vEpUyRZHqNxnJRJUVgPpj7ab9BJU2oV28qoyYMkHf,0,2591700,100.0,53.73343439482833,99.256878,1,1.75
1658914,J45S7XHMePUS/JLQwS3QdIfhEuzAdIp2DY5ij25Ru7ZQf4mm5g32r2MaLi5Q3VOO,0,2591700,100.0,53.56844407222209,99.23859,1,1.75
1658915,hk/PttdfNG1sCvMvw1sJ3tYmImGrGUERM/R0najczzMjeTatGxX/Uti2m68M92GW,0,2591700,100.0,50.48190481328832,98.51311199999999,1,1.75
1658916,IgHcIcGjhLppPy0n35KckvQjFJJGw4RkdsUrXpeuF/gx61nu0xn71Y8+QVaHc2t3,0,2591700,100.0,55.30954526568655,98.819299,1,1.75
1658920,6XEfvvASEY4CiPYHLqp6C1P0l68QpK8wxS+N9HNJRRvKTriDTjbb4Tc1IjxonnGV,0,1602900,98.68983,56.84449041041004,95.69891700000001,1,1.75
1658922,IPnGf8h9/EBBDLsl04069YE8SXiCHE2R1CHpryO5G2CH/RgRnLf1jOJdSOfoZF0c,0,2591700,100.0,51.671239479050776,99.022145,1,1.75
1658925,iJ7N2zWITn8yIHYzvKMdviKboLE3kKF1/06BvDlOjGrV/ud0J9hMKzsGmYXqK2yr,0,2591700,100.0,52.832444409953645,99.01666800000001,1,1.75
1658932,vjSPKzPvatUE7cA4E93Z+v9yJ92OTJfPHg3h2hnu0acm63M+2DgdqJ6ptGOL52HV,0,2591700,100.0,50.87141548605143,99.047673,1,1.75
1658941,adGR+65jyI1M1Hk/92qis5RjrVhVHV2VKCfXjXAgDAcRlULENwSCTctoPfgffZWe,0,2591700,100.0,51.03492580298645,99.36537299999999,1,1.75
1658945,rpzcaJnFNcCHkhWh3L4Y87bUF0ofwgfbecq7y/9/S6QbffNmaW1T3GS6khH+8MEk,0,2128200,100.0,60.732437786056956,99.334477,1,1.75
1664315,6//6rQuk/JbscrugbwR+NMwMuJxtXdp3/2M/YuTWGChKVj1Ffvx0EeHVRKjSFOPI,0,4200,83.26125400000001,50.49328946666667,83.26125400000001,1,1.75
1664389,KUk2BxZDAA1GJhFGXTIPDwEc4Nv+BR1Gfm7P0NuZvfq94SZRnYO4ukgoXgwZO0bN,0,7500,81.71,50.367358076923075,81.703712,1,1.75
1664851,ij8ar0bJXpPnTyQvmVJbiiYwoAJz5CCq6Y7hfYKYf6lw624tFlble6SiRNA6RkqR,0,12000,86.159853,50.043162780487826,84.169313,1,1.75
1669341,gDgKLhEDVqgTTWt6VE8Sbb9dI2rmAlIhyV16sGSsnx/iS+YVTXCRzwyu5dgwUjW/,0,2100,82.744022,50.406352125,82.744022,1,1.75
1715366,j9LitDYB2H7AUjAkDAVgXFyUszL8BS1ldcCptxf01angGTBvhIQhhXUOXlM7Ckpb,0,2591700,100.0,78.53356762194664,99.426585,1,1.75
1721716,dS1jTGuO4oHFjcPk4Oym8NOqOSXxPc37/ZOsbgFJwTVTmRVcrrPh5rhCodYldYxv,0,2591700,100.0,59.018880473318504,98.66088,1,1.75
1727107,zEBOPv/VQM7ilUkjqclQCgVTzr69+Tz7judiA5bcnR1uFFxf+OPpdJh9N5TUdSeq,0,2591700,100.0,56.360809880194424,99.38152,1,1.75
1738864,TUuU+evI+dEVkFPXFWpKugL1Toh/LZx7ZKOzqwpUfIGKHBSLGxfGOdkI5+qqqHlN,0,229500,100.0,93.99726478981724,99.57557299999999,1,1.75
1741725,zMfYuf6/S8lg0lNeh6YKwzjJNtHdVwjGZS9YXy1tEiQW5bQUfIfIVU5WFulnOsgl,0,2591700,100.0,98.87036714885984,99.822461,1,1.75
1741728,EyKFU++hOIUpNuB2vHc8HiyRu927v4Gc5Ycib0L/JlEdESU3n2Wi+ICjX2mL/Omm,0,2591700,100.0,98.83957878944328,99.667167,1,1.75
1742170,2ItYPAjVBbbTvGVPjNwy5wHw6Vt/WhP+TXWK/Gew1VDXUKtPm5EEe7SCj3EV537d,0,2591700,100.0,98.94789566612612,99.675265,1,1.75
1742171,tEjNX2t78mLf06dBXEMpUkFeSew1EGKBDn/EiOn7Yk8ef44MiEH6a2V711iv3u3l,0,2591700,100.0,98.9006774281743,99.823613,1,1.75
1742172,cGg65NbKTafrjDi85K75L09cL0edZAefTr+rMR5dJtxaKe2o42n/P9pFvPzdwO3m,0,2591700,100.0,98.75216939497179,99.82534,1,1.75
1742229,8rzMXVYhxe0H//E5QuGckYOX88gM8L0hD4oSvmOEAw1fny4wOzTmp2dGubnurRMB,0,2591700,100.0,98.97911354439186,99.863488,1,1.75
1751716,guTitJ3LupufoNUrBz5CZKdxRqwrRToF//FHaboylsBbthfToPeOsAHVyKd/tmH2,0,98100,88.488764,50.54257149085371,83.837745,1,1.75
1752942,Tkfr3GW6dcVHn2/S6j9M7b+e4+E/9XfjTUbJmSwSSjPXQnOpyPEmcP6kGP8H13Di,0,90900,98.726915,51.011868157894746,85.245418,1,1.75
1754543,/8nq8+OuPSHjuPzh3nulKKkVXCY/iibD07930GMQyFk/mVGM59jmmdmHqYK0xG1x,0,4800,82.969981,52.53777043750001,82.969981,1,1.75
1755187,j8INg6S910eYng4XExp84YpeupBkrDUc6rkslfQ79iAQi4nSG3zLiirrR0h5/Deu,0,77700,99.72675500000001,63.0570334923077,99.281847,1,1.75
1755386,fCzBuo/Z/KySV7Qwr+E4sA4U6BBLc5+dvDuliL1J4WnLEjaW1T4qP4g+e5qKnyW2,0,10800,99.400687,70.59241818918919,99.314864,1,1.75
1769842,wfRY5Nk2YkRSKbmCGQE1azmJhY0lrMVbBNyMfv+j6bwCskxqMsx984RQfdlMu0ML,0,2591700,99.47005,68.8892415291665,98.552104,1,1.75
1769916,cuGZbIxVKsEXjRKGmwhG5ZIKZTTZToMqgGtB786rTTtjK7nsdyOL2/bFRUxzmV/z,0,2591700,100.0,74.3707326865741,99.175924,1,1.75
1771199,CiHp9rCMNuXii0H95ss15TY8Puh1xVRtG4xyNqQZwfI2SsIrdjZl/d1zxrbBD7xJ,0,2591700,100.0,72.53846955621174,99.438381,1,1.75
1783581,lzwsdDjnCN5SNVR4hJowlP2JcECtqd/fXb1wZl2MFR6ujdEeCxQT9NhL95/iQlX4,0,2591700,100.0,52.57194794246338,97.53726800000001,1,1.75
1787767,twPggth+y1vvDRckWwKoCxCuCgFAJzCpe/q/JAwuksFMHpdeR44cONUNQ98ynE1w,0,168000,92.750863,68.91138006773623,77.733482,1,1.75
1788792,UbgAtpLS6SprmHMkqmgRrBDKa5+V5Af1+ayi9DPfLSJGMOO9YRwjTfvDUCbFtHBu,0,2591700,100.0,98.25142200671944,99.186883,1,1.75
1788793,Txk4xEDpl43OK3nTjRWjpuO9q8GPK5Z1GVjARoct9hpUlYAcIUrz6ooftYFn7IAP,0,2591700,100.0,98.68506568329677,99.41841,1,1.75
1788794,qecr2cczNzWFG4TU8Umm4/hWNjh2CUhhJ2EwkGoEQ2NeNVaANltDvaSZhXjVxVEM,0,2591700,100.0,98.3558074898056,99.254531,1,1.75
1788795,IM1wMF3M27XgwhzxxadefwuWVBx7LSNXmriQyw2m3eZZOC6NWjA/dTkrMjWcA6PA,0,2591700,100.0,98.80681550983816,99.497629,1,1.75
1788796,4i19pv3sdi0pNofYbWi8t4R5ucnq4373M+FtJ6zIs22OL7+602p2zgFAvfBrrnRC,0,2591700,100.0,98.23061142910095,99.226431,1,1.75
1788797,ytjzY1E0X9CsFDx4GvnK243GtEm38xqGCgpRbSLiRNqGXbdOXSG60QbrbOKqTLaf,0,2591700,100.0,99.148765224216,99.669161,1,1.75
1788799,Zd3OaaDGJH2TWps1UEGYelrPR3cDEXx2OJIzkICqdWCTzgoG282tcv3ga5VUxRw9,0,2591700,100.0,99.1857783716866,99.648384,1,1.75
1788800,fxIk7jOZ/pbm2wBfs+8yPh4hG+mS6fCbRCpUp7BA0bJoqDGw0RBpY8b232/WSTYu,0,2591700,100.0,98.43506996387676,99.35155400000001,1,1.75
1788801,IGmW+uZEMnXU9zc0s3CJ9k2/dzAHEedwbu/LsQ2wjkLbe5AI3Ad/WQ3x5HhvmQwI,0,2591700,100.0,99.14918827090288,99.693427,1,1.75
1788802,U+0D3QLp/tCdoTzdTExDVofd8R2rNVeDqJYf0NrWOA+creKxTgmW3oiJKLgKaGix,0,2591700,100.0,98.59249519354123,99.38809300000001,1,1.75
1788803,vy9PyH0jWSRaye8eMrLdsam+GpZEFe46DODzrH6D8GACiYiIb0LgTLgzznLAtTN0,0,2591700,100.0,98.55244591201678,99.395891,1,1.75
1788804,NrHNlnUVZrtlrczqbGyvI/Gk32bk8I20WH1RTMiZKW5yPnK6nZ7cAxRJ01Z9w4tl,0,2591700,100.0,98.30566465068866,99.286343,1,1.75
1788805,KS8dqb+A79x4u2cK1H10ELPGtlTz5VIRITl2qQayIzyL6qO46es7U2F23jRGCR8d,0,2591700,100.0,98.93916639851739,99.51344,1,1.75
1788806,eZZn1V2PQHtP4hWNwTwB6fi5BuVymg9enuSMacytXScDqzKU/eVGwGKTh40THmsY,0,2591700,100.0,98.69358430235,99.551512,1,1.75
1788807,flebV76tPcmqp1lOuJPXGZHb+VsopcbJi9NcEvFBUSmoL5w99RpKguWDNd7Gh2ju,0,2591700,100.0,98.43465119921278,99.354403,1,1.75
1788808,eRAdfM4cUCzeTu5EIo1P+yT3bAhIaHkZIkUyoGu1pVkoocI/p7oVN7YKABim/opU,0,2591700,100.0,99.03073445023158,99.49875899999999,1,1.75
1788809,tXQQ/i/eDpmvCsLC881oTXIQcxI3zWnY6X+iF5mxoTwZwreJZXmYCXFy5GXpRl0k,0,1810800,100.0,98.88767826608068,99.589632,1,1.75
1788810,uWBFObd8Wy2hCY9R4y4EmkfcrJdpfxh9/05b04vNodLSOwKEctb+iM7ZpaLWy2T7,0,2591700,100.0,98.513211399236,99.34999599999999,1,1.75
1788811,ZcUidKrUbgOE6hfgGcP8to2I2PVzwCcHQ6iCqeywElCXARyDanakFXg0EbgJPGF0,0,2591700,100.0,98.99765458145163,99.647188,1,1.75
1788812,ILGpHPG/+4cGboOkokE3XO3s3PfoPYHbz1bpCd3y48Gykopr9UjmQCnbqQZjpPi+,0,2591700,100.0,98.88232539097244,99.53378199999999,1,1.75
1789153,MSZpP5R5dfYGSFkETZPVYgw1adibfKuxoJUB1etk87cnoZkzy8B+AcTSLYhQELP7,0,2591700,99.45512099999999,57.89916693379592,98.306673,1,1.75
1789154,zUwCITzWW7bohd98lYYNzXxMxC0ZjZaRHspnB3EmXgdD/vr1gRpsE9qY1e53RZnu,0,2591700,99.62755200000001,58.068185668675405,98.999601,1,1.75
1910009,qIHI8SpH6nFs+XDmx/FA0ScWye8LcyIF/6o6yuMhCJSX2cXIMW41Zo7GdYNrZ2ed,0,2591700,100.0,63.64240315069434,99.377678,1,1.75
1910218,HOYLXbwvVMxMLLZ1W/GJetTr3hHqUzGcDrs2rPEcmo+SDbMN4Lqb82wRgq110ZpL,0,2591700,99.597014,71.7709854123638,83.355801,1,1.75
1925617,7PT1e/uVAd02Di5yLGfBW3Ae93fr12tjU5YpboOQTYixutjDg9xmm1gVvB+gTxPg,0,2591700,99.35749100000001,57.51770139840222,90.26621800000001,1,1.75
1930258,itj1jn1sUaCgpWagkFGN/Ld/jhk29KiiaSO4bAUUbDb4AzzfVzohptlDYnYhdXLM,0,1467600,98.355551,94.8354010419054,97.587284,1,1.75
1933164,r/Mi4zqqd9MzJM6JDJJEmaQuagkaZuGowAkGDWVYUWL7su05vLDUNs4UjXIIP/v0,0,1414500,100.0,96.97937213598637,99.68843100000001,1,1.75
1940079,OJLoU6gkvv5qQ5hlME0G25A5B133XEGxbDNihQhMcPVr+upStTWVmwmwp0M7kMW0,0,2591700,100.0,98.76703605208338,99.675014,1,1.75
1946372,zvgyqMsKEclPF5+pK7CGAP0mXESUy9ouEaDFG3pNGgMm4IV6sagtLZBNfXQ2s+a2,0,2591700,98.882189,63.15906823657405,94.911417,1,1.75
1949633,hZ6F9XvtW7eMmIeGxmfnTOk83zKzBThPn+V5QNlojokCcaOAvVv7yEsaHG6heDT3,0,881400,100.0,68.85981369649538,99.27416099999999,1,1.75
1953908,OcMzAqQuDe98EgynAlZo8DHLfmvjjilydQfJVqHo772YmDzC11e54+nFqrWAxxZz,0,454500,100.0,98.82684901780992,99.626518,1,1.75
1954051,VR/KRkvbCUgxG1uNZzsoxv0QzTBPVNB7iX5JuQ//SgW77zgWrT0Z8NttUlzmghaO,0,2591700,95.408974,66.9152598369022,77.902416,1,1.75
1959483,CNndE/NcVHajhXNDAfb3AqVJhEMYhjB5xm8NP0A6OmJyHG5Mh9iweTZYACUFPIfE,0,2591700,99.232917,60.35786959983778,96.90386099999999,1,1.75
1962501,aEqrH2+12QJY9vd3hvZBR66ROs0wacA8caccLbUpAKOaKwDiGKuQgs7MZ1+3kJiQ,0,750300,99.389352,70.0606651810554,98.780739,1,1.75
1962502,nsL9BdSagBItDQZfT1pZsaIevdQ+fLdiCC3iO1I2gFvSr12Wtlp9COAvqCEDv5Jc,0,2591700,99.396914,53.576532801620296,98.567656,1,1.75
1963046,3uGoeBvNLq1WYw97me03xhWIwQHk77iM1WD70TB4xrmaeKQZx2LPFWPVgbekbZlk,0,163500,99.857957,52.277168454212465,98.54854399999999,1,1.75
1963047,kplcLhu+iE1OXctANwp7dK8R/FsZ5uq1sB0fB1HG55uretb/3H3Mu4KCWb0UWa+h,0,163500,99.66753100000001,54.05796463003666,98.473833,1,1.75
1966280,ecMy6BDw40/wANzrLJncqhha3BHV7H4SpJseQJlWRjeuFMQh/c4cyYFGdV6zTOeN,0,66600,98.898723,50.368984726457384,85.62100600000001,1,1.75
1984711,ly/7Nmfp6eRUtKaIAwfF4w0jtQy2JNXzVHPdr25obY7AiI3Jp7M7JAYlMNpSnB/n,0,2591700,99.12602700000001,65.69859413726853,97.244679,1,1.75
1989568,pz6OS3kdeBnPIItcpJwqDvEOWqkG/oqg7/pARC88YiK/gl2Ux/K/qXvQu4Rl1ElC,0,2591700,99.498462,87.43623599641171,98.735221,1,1.75
1991411,1JvODwD9OnmA/5flENFF2MpEbx/40V0V3UYNy10efU/yuvRDFw6gqHgJJ4ZDF46Q,0,1298100,99.937343,58.4205792980347,98.83165,1,1.75
1994685,ZYEEKy9mBRxmkTFTUAdYHvoqOR1tg5B2wmQZIN8pEjHoE42qN1MGkK4DNSOFJnxd,0,1880100,100.0,60.79750679233614,99.473508,1,1.75
1994952,YjZn/izSu5Z3aK0fI940bdsUm7N9B+vtAZBnTA6QC6BeqTfE9yX4hu8yeBw3qoKe,0,2235900,100.0,61.13873450365382,99.410527,1,1.75
1994954,A6UWmWKa3VZKdASVQak5lCAWWWFygE4mBu2MBTi+jD8Tkz24zmhsXM9Zr/y0VRna,0,2591700,100.0,72.05867820657747,99.51151800000001,1,1.75
1995617,qyxDFKNGezC9x9ffaR6ONQNQcU3iNchuLYT8L5St6LeYdS7bx2HjYsUgL5Y4JIVY,0,2591700,99.388674,62.247851864689544,98.897795,1,1.75
1997643,/5hvvOWRC8xFTRYFx+uaeCkeAI2jNZoTAisHJ0mTwxe12ZWBgWAbpPXpVyelGBQv,0,71400,99.845056,86.75782121757324,99.294713,1,1.75
2011195,CzCMK8cEjiP5KrkPcci4hYDIZCUZrK+Bz7rkIjtLj/G1NNOyw+KUAo8FkHf9kD4w,0,2591700,99.402788,67.91263075023174,98.459079,1,1.75
,vmid,vmcreated,vmdeleted,maxcpu,avgcpu,p95maxcpu,vmcorecount,vmmemory
359731,NIBEJ+2nHzSxw9kHYUgz9tinotv0ii9aN7WKUIXsTga5fCAfzYcdCqyr3ny2XWC1,0,2591700,100.0,55.33701149930495,99.627073,1,0.75
382597,sSUBMBJ/2zFMdaoejVHqZSzcCiQR1c3aOXcf4OwELPpJEAoQj5xYwXpptQuNyNzx,0,226800,100.0,50.6600334663144,96.61069599999999,1,0.75
610473,XoewjwmLiuxHN84Fq3ynGS8002jdJ7xnaOP/HqEj2WcKLEryCPg43CdNM6ywVIZ+,0,2591700,100.0,61.8673603872688,98.358985,1,0.75
631127,RqslD0nA4OrnZkqOsrjBiiozo2Zb55/E/h0svciIhdkV01GypIuf9qX0ppXh1loW,0,2591700,100.0,90.64013708739442,96.382019,1,0.75
777627,HEt/XnaCnvXvgVgmiuLX4jft8k8/0/rRf8Qk+UwV5kRnZroUfCgxu+SfB17qZtVo,0,290400,100.0,97.39034123013424,98.940674,1,0.75
831440,TL0HWe/WgB+AtTU0CtRnaodB1M0la2ClkGrhlK6ecTepzA3mO9rvXn0DFQWgvU2h,0,2591700,100.0,55.495486867939995,99.5465,1,0.75
832282,23Sr2F9vgDt6S0DgJ9uQQ5EgM3RvQT4Me9l/euApIqFh4L+Ta9v/G+T3luUnst/j,0,2591700,100.0,59.342015323842936,99.253712,1,0.75
881826,/MFbo3Yq8OedXoEG18LZpOFvNdjg6eSy7b2AwddZmFRrRxvIX27r+VNmlzlswTi5,0,2591700,100.0,86.75082481571923,99.861204,1,0.75
881827,21oBV5ceD/xdGWj1BJoCt1DdGD0Gfg35zBGnR+tGQuM/Hyvq8l1Cx0YtZSg97Hny,0,2591700,100.0,85.81525699930529,98.85258,1,0.75
881828,YOJ07zupFRbkFpd1I12fB1KH/UzrHaXtzh/kDwhEICEUzIUzKNBH6FBdtxBImeuC,0,2591700,100.0,73.90937176820638,96.918436,1,0.75
881830,2xtBrYuEWc+C9SWortWmzkU/IeWJvpqZvRfuH2Z5/ZscqP+z2qBfB44VDq/YDcAF,0,201300,100.0,80.76570200446433,97.919739,1,0.75
881831,+QaGwttgR8bj3NuEv4WFnfoLGCQo5iTvQKnUxZvkeJkWs0sXtzt/GecLueVWfkDZ,0,2591700,100.0,77.36923138939676,97.298428,1,0.75
906409,O3Zg1ABf3PwBhcrvevoJmD0If1UP1yUp4qYP5Njp5q9bALJfolYBeSHtNuQLJtEs,0,2591700,100.0,87.18372715441618,99.59500799999999,1,0.75
926182,MIV4zdyhqT/d1Itpjj0uchUS+Ipmsocj4Blp/o3jK4h7Hesx4DzGaO1ckC0Yw3YT,0,2591700,100.0,70.93057021310334,99.61402199999999,1,0.75
926193,5I7M8axepd46DhDCLfFEjiu5kOK03cdKHUCbgSjD/Ez0+kPDq4yBzSOZidPNfirp,0,2591700,100.0,55.84018932383931,99.649206,1,0.75
926194,q5ntD82Ya3JAikvEOwxaPKv8YW292/6/PhSQ7g5Yx7BHcybCbSTSE3deh5zCcKZw,0,2591700,100.0,71.30452783953217,99.68472299999999,1,0.75
951944,Qzc/5Y5F73P/n3cAeR70Cu7JijNQMZ2arEF4uZOPlHs8pw5id0ZNfozhE6hfqUbx,0,2591700,100.0,97.44314681421469,98.249312,1,0.75
1034085,Io88Pe2INx9pQWhjLocPrF4x6TsBF3BXtElBYrl0jEHBmrGCrW6XNVT6A5mSOA1D,0,2591700,100.0,86.19682324606511,100.0,1,0.75
1116918,L8q212BVFP5PEsPCt/bWjsVifbHTBDxT843jyQkw1ecKLrpiPJhl60yXa5jJ51Rj,0,2591700,100.0,54.97056369443802,99.35871999999999,1,0.75
1250576,u6lVKTCaowI5DI3W95DoRc0j1fkWwjxIRrLXpgTdgJ3qdHIOMEnU/yniGyonoc/W,0,2591700,100.0,99.52322837446457,100.0,1,0.75
1252916,ga4Azi2a+4wwUBk3S+lniF0Ifh9XD/re/9ksiksbBPLEonVAYpLiJTeoQvf2c1/r,0,2591700,100.0,98.31295682187492,99.169575,1,0.75
1277109,4WJs45IN0X6eZF1OKwlDVccXsx6P6ZekJNMQfFn87in8THQNozrNftjGK919aZxe,0,2591700,100.0,98.93794488077326,99.583067,1,0.75
1349454,9+rQVndcWJS4uV0kubDAdM88eSgzZfhWHjBRR4Hw6QxqCtHKH/9UeCrnjaBpEPLz,0,2591700,100.0,98.8017596287763,99.702913,1,0.75
1566964,hfUMVHqDvNuOh/UqQmAW8xwAv59d6vo9kxto9hpxIwkKvCTjyzBiLeQNEn0r2Umj,0,2239800,94.51823399999999,51.493131382750775,85.46069,1,0.75
1592209,aRJSrHFD3PdBlT0WJquhi+cgMi7UvrNOsaifp1Yj0bBK2k2rGRkg0LBUoL5jypRj,0,2591700,93.747636,81.86942795543499,84.94162,1,0.75
1592210,Myi9wyAulApDe7hpcfnTTuOqGndXWnE8JyhA4zjb2aiu05oN/FGzwmC1AfdUtCal,0,2591700,97.395576,81.48826144872682,85.627348,1,0.75
1629101,bBxjwVsdtdPoIlJRlIOBpWEPRamaw30hN5SBzharL+ARtWvYEmEDzqyBLTrLEpPX,0,2591700,100.0,100.0,100.0,1,0.75
